id,Grievance Title,Detailed Description,Category,Priority Level,Location / Ward No,Department,Status,Date Submitted,Predicted Category,Predicted Priority,Confidence Score,Attachment Name,Internal Notes
SYN-C161AABD,"Electricity Issue at Garden City, Phase 5 - 624","Frequent power cuts without notice in Garden City, Phase 5.",Electricity,Medium,"Garden City, Phase 5",Urban Development Authority,Escalated,2025-09-03,Electricity,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-3A33B72E,"Drainage Issue at Sector 18, Heritage Colony - 867","Drain cover missing, posing a risk to children in Sector 18, Heritage Colony.",Drainage,High,"Sector 18, Heritage Colony",Public Works Department (PWD),In Progress,2025-05-31,Drainage,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-934A120F,"Street Lighting Issue at Ward 6, Central Zone - 268","Street lights not working for 4 nights in Ward 6, Central Zone.",Street Lighting,Urgent,"Ward 6, Central Zone",Electricity Board,Resolved,2026-03-01,Street Lighting,Urgent,0.9,evidence_833.jpg,Assigned to Electricity Board team.
SYN-C6A4086F,"Sanitation Issue at Ward 1, Central Zone - 769","Illegal dumping of construction waste in Ward 1, Central Zone.",Sanitation,High,"Ward 1, Central Zone",Health & Family Welfare,New,2025-09-18,Sanitation,High,0.9,evidence_834.jpg,Assigned to Health & Family Welfare team.
SYN-25C9D2D6,"Public Safety Issue at Ward 2, Central Zone - 330","Stray animal menace in the parks of Ward 2, Central Zone.",Public Safety,Low,"Ward 2, Central Zone",Police Department,New,2025-03-18,Public Safety,Low,0.9,evidence_835.jpg,Assigned to Police Department team.
SYN-F59F5B90,"Waste Management Issue at Sector 11, Heritage Colony - 685","Illegal burning of waste in the open area of Sector 11, Heritage Colony.",Waste Management,Medium,"Sector 11, Heritage Colony",Sanitation Department,New,2026-02-11,Waste Management,Medium,0.9,nan,Assigned to Sanitation Department team.
SYN-4CBFC08A,"Drainage Issue at Ward 1, Central Zone - 216","Stinking smell from the open drain in Ward 1, Central Zone.",Drainage,Medium,"Ward 1, Central Zone",Municipal Corporation,In Progress,2025-07-12,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-87641EE9,"Street Lighting Issue at Garden City, Phase 1 - 256","Street lights not working for 39 nights in Garden City, Phase 1.",Street Lighting,Low,"Garden City, Phase 1",Municipal Corporation,New,2025-04-15,Street Lighting,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-A43E0B33,"Roads & Infrastructure Issue at Sector 16, Heritage Colony - 990","Road construction halted for 24 months in Sector 16, Heritage Colony.",Roads & Infrastructure,Urgent,"Sector 16, Heritage Colony",Urban Development Authority,New,2025-09-06,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-058A4B71,"Public Safety Issue at Ward 2, Central Zone - 581","Lack of police patrolling observed during night in Ward 2, Central Zone.",Public Safety,High,"Ward 2, Central Zone",Police Department,Resolved,2025-11-14,Public Safety,High,0.9,evidence_840.jpg,Assigned to Police Department team.
SYN-86473945,"Drainage Issue at Ward 2, Central Zone - 664","Stinking smell from the open drain in Ward 2, Central Zone.",Drainage,Urgent,"Ward 2, Central Zone",Public Works Department (PWD),New,2026-02-12,Drainage,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-BC57FBB0,"Education Issue at Ward 1, Central Zone - 973","Shortage of teaching staff for 13 semesters in Ward 1, Central Zone.",Education,Urgent,"Ward 1, Central Zone",Education Department,Escalated,2025-06-06,Education,Urgent,0.9,nan,Assigned to Education Department team.
SYN-17A8F013,"Public Safety Issue at Garden City, Phase 2 - 785","Illegal parking blocking emergency exits in Garden City, Phase 2.",Public Safety,Medium,"Garden City, Phase 2",Municipal Corporation,In Progress,2025-08-08,Public Safety,Medium,0.9,evidence_843.jpg,Assigned to Municipal Corporation team.
SYN-6ED8F8F0,"Drainage Issue at Garden City, Phase 2 - 705","Main drain choked with plastic waste near Garden City, Phase 2.",Drainage,Medium,"Garden City, Phase 2",Municipal Corporation,Escalated,2025-08-09,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-073E1D37,"Education Issue at Sector 10, Heritage Colony - 171","School building in Sector 10, Heritage Colony needs urgent structural repairs.",Education,Low,"Sector 10, Heritage Colony",Education Department,Resolved,2025-06-16,Education,Low,0.9,nan,Assigned to Education Department team.
SYN-C82A4742,"Healthcare Issue at Sector 19, Heritage Colony - 400","Government clinic in Sector 19, Heritage Colony lacks basic medicines.",Healthcare,Medium,"Sector 19, Heritage Colony",Municipal Corporation,Escalated,2025-08-19,Healthcare,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-81651FCB,"Healthcare Issue at Garden City, Phase 4 - 742","Government clinic in Garden City, Phase 4 lacks basic medicines.",Healthcare,High,"Garden City, Phase 4",Municipal Corporation,In Progress,2026-01-03,Healthcare,High,0.9,evidence_847.jpg,Assigned to Municipal Corporation team.
SYN-CDF4E404,"Healthcare Issue at Sector 11, Heritage Colony - 743","Government clinic in Sector 11, Heritage Colony lacks basic medicines.",Healthcare,High,"Sector 11, Heritage Colony",Municipal Corporation,Resolved,2025-04-11,Healthcare,High,0.9,evidence_848.jpg,Assigned to Municipal Corporation team.
SYN-4C76BCC8,"Street Lighting Issue at Sector 11, Heritage Colony - 554","Flickering street light causing disturbance in Sector 11, Heritage Colony.",Street Lighting,Low,"Sector 11, Heritage Colony",Municipal Corporation,In Progress,2025-07-14,Street Lighting,Low,0.9,evidence_849.jpg,Assigned to Municipal Corporation team.
SYN-02901EE0,"Sanitation Issue at Garden City, Phase 2 - 596","Sewage overflow reported in the back alley of Garden City, Phase 2.",Sanitation,Medium,"Garden City, Phase 2",Municipal Corporation,New,2025-08-24,Sanitation,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-85D89DA1,"Drainage Issue at Ward 4, Central Zone - 124","Drain cover missing, posing a risk to children in Ward 4, Central Zone.",Drainage,Medium,"Ward 4, Central Zone",Municipal Corporation,In Progress,2025-08-17,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-87B467F9,"Water Supply Issue at Ward 5, Central Zone - 863","Low pressure water being received at Ward 5, Central Zone.",Water Supply,Low,"Ward 5, Central Zone",Public Works Department (PWD),New,2025-12-07,Water Supply,Low,0.9,evidence_852.jpg,Assigned to Public Works Department (PWD) team.
SYN-2CB2E25A,"Water Supply Issue at Sector 19, Heritage Colony - 634","Low pressure water being received at Sector 19, Heritage Colony.",Water Supply,Medium,"Sector 19, Heritage Colony",Public Works Department (PWD),Escalated,2025-03-18,Water Supply,Medium,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-928A205F,"Street Lighting Issue at Ward 7, Central Zone - 163","Dark spots on the road due to non-functional lights in Ward 7, Central Zone.",Street Lighting,Urgent,"Ward 7, Central Zone",Municipal Corporation,In Progress,2025-06-03,Street Lighting,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-97EC1806,"Drainage Issue at Sector 17, Heritage Colony - 686","Main drain choked with plastic waste near Sector 17, Heritage Colony.",Drainage,Medium,"Sector 17, Heritage Colony",Municipal Corporation,In Progress,2025-05-17,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-74588787,"Healthcare Issue at Garden City, Phase 2 - 188","Long waiting hours and no doctors available in Garden City, Phase 2 PHC.",Healthcare,Medium,"Garden City, Phase 2",Municipal Corporation,In Progress,2026-03-04,Healthcare,Medium,0.9,evidence_856.jpg,Assigned to Municipal Corporation team.
SYN-50FFD7F2,"Sanitation Issue at Sector 19, Heritage Colony - 440","Drainage blockage causing water logging in Sector 19, Heritage Colony.",Sanitation,Low,"Sector 19, Heritage Colony",Municipal Corporation,In Progress,2025-11-29,Sanitation,Low,0.9,evidence_857.jpg,Assigned to Municipal Corporation team.
SYN-F6B35915,"Sanitation Issue at Ward 4, Central Zone - 555","Public toilets in Ward 4, Central Zone are extremely dirty and unusable.",Sanitation,Low,"Ward 4, Central Zone",Municipal Corporation,New,2025-12-10,Sanitation,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-B0AC30FB,"Public Safety Issue at Sector 11, Heritage Colony - 585","Increase in petty thefts reported in Sector 11, Heritage Colony after 9 PM.",Public Safety,Urgent,"Sector 11, Heritage Colony",Municipal Corporation,Escalated,2025-06-16,Public Safety,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-E4D06E7D,"Public Safety Issue at Sector 13, Heritage Colony - 381","Lack of police patrolling observed during night in Sector 13, Heritage Colony.",Public Safety,Low,"Sector 13, Heritage Colony",Police Department,Escalated,2026-02-07,Public Safety,Low,0.9,nan,Assigned to Police Department team.
SYN-67DEF196,"Education Issue at Sector 13, Heritage Colony - 404","Lack of pure drinking water facilities in Sector 13, Heritage Colony primary school.",Education,Low,"Sector 13, Heritage Colony",Education Department,New,2025-11-02,Education,Low,0.9,nan,Assigned to Education Department team.
SYN-A59E76C8,"Drainage Issue at Sector 10, Heritage Colony - 759","Drain cover missing, posing a risk to children in Sector 10, Heritage Colony.",Drainage,Urgent,"Sector 10, Heritage Colony",Public Works Department (PWD),Resolved,2026-01-23,Drainage,Urgent,0.9,evidence_862.jpg,Assigned to Public Works Department (PWD) team.
SYN-EA09DCA7,"Waste Management Issue at Garden City, Phase 5 - 424","Garbage collection truck hasn't visited Garden City, Phase 5 for a week.",Waste Management,Low,"Garden City, Phase 5",Municipal Corporation,Resolved,2025-04-17,Waste Management,Low,0.9,evidence_863.jpg,Assigned to Municipal Corporation team.
SYN-533EE1E5,"Education Issue at Sector 13, Heritage Colony - 414","School building in Sector 13, Heritage Colony needs urgent structural repairs.",Education,High,"Sector 13, Heritage Colony",Urban Development Authority,Resolved,2025-11-08,Education,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-038FB6FC,"Roads & Infrastructure Issue at Sector 19, Heritage Colony - 590","Street pavement broken near Sector 19, Heritage Colony.",Roads & Infrastructure,High,"Sector 19, Heritage Colony",Urban Development Authority,Escalated,2026-02-22,Roads & Infrastructure,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-EB17749F,"Healthcare Issue at Ward 9, Central Zone - 641","Government clinic in Ward 9, Central Zone lacks basic medicines.",Healthcare,Low,"Ward 9, Central Zone",Health & Family Welfare,New,2026-02-12,Healthcare,Low,0.9,nan,Assigned to Health & Family Welfare team.
SYN-E84F1D45,"Street Lighting Issue at Ward 1, Central Zone - 997","New street light poles installed but not connected in Ward 1, Central Zone.",Street Lighting,Medium,"Ward 1, Central Zone",Municipal Corporation,In Progress,2025-03-07,Street Lighting,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-AEA4AEEA,"Education Issue at Ward 7, Central Zone - 103","School building in Ward 7, Central Zone needs urgent structural repairs.",Education,Low,"Ward 7, Central Zone",Urban Development Authority,Escalated,2025-11-12,Education,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-F7001F7F,"Street Lighting Issue at Ward 9, Central Zone - 974","Flickering street light causing disturbance in Ward 9, Central Zone.",Street Lighting,High,"Ward 9, Central Zone",Municipal Corporation,Escalated,2025-05-22,Street Lighting,High,0.9,evidence_869.jpg,Assigned to Municipal Corporation team.
SYN-1C61D317,"Roads & Infrastructure Issue at Garden City, Phase 4 - 536","Street pavement broken near Garden City, Phase 4.",Roads & Infrastructure,Medium,"Garden City, Phase 4",Public Works Department (PWD),New,2025-05-03,Roads & Infrastructure,Medium,0.9,evidence_870.jpg,Assigned to Public Works Department (PWD) team.
SYN-00BAE7EA,"Drainage Issue at Sector 14, Heritage Colony - 605","Monsoon preparation for cleaning drains not started in Sector 14, Heritage Colony.",Drainage,Urgent,"Sector 14, Heritage Colony",Municipal Corporation,New,2025-08-03,Drainage,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-E95B0303,"Sanitation Issue at Garden City, Phase 2 - 717","Public toilets in Garden City, Phase 2 are extremely dirty and unusable.",Sanitation,Medium,"Garden City, Phase 2",Health & Family Welfare,Resolved,2026-01-18,Sanitation,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-A2BEE2E4,"Roads & Infrastructure Issue at Ward 5, Central Zone - 124","Illegal speed breaker installed at Ward 5, Central Zone.",Roads & Infrastructure,Low,"Ward 5, Central Zone",Urban Development Authority,New,2025-05-27,Roads & Infrastructure,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-0D03207A,"Roads & Infrastructure Issue at Ward 6, Central Zone - 649","Road construction halted for 47 months in Ward 6, Central Zone.",Roads & Infrastructure,Urgent,"Ward 6, Central Zone",Public Works Department (PWD),Escalated,2025-08-15,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-FD8DF95E,"Water Supply Issue at Sector 19, Heritage Colony - 255","No water supply for the last 48 days in Sector 19, Heritage Colony.",Water Supply,Urgent,"Sector 19, Heritage Colony",Public Works Department (PWD),Escalated,2025-03-09,Water Supply,Urgent,0.9,evidence_875.jpg,Assigned to Public Works Department (PWD) team.
SYN-238881C3,"Street Lighting Issue at Garden City, Phase 4 - 401","Dark spots on the road due to non-functional lights in Garden City, Phase 4.",Street Lighting,Low,"Garden City, Phase 4",Municipal Corporation,In Progress,2025-12-12,Street Lighting,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-B6A85636,"Electricity Issue at Sector 14, Heritage Colony - 828","Electricity bill incorrectly calculated for Sector 14, Heritage Colony.",Electricity,High,"Sector 14, Heritage Colony",Urban Development Authority,Resolved,2025-05-15,Electricity,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-A9770075,"Sanitation Issue at Sector 16, Heritage Colony - 160","Sewage overflow reported in the back alley of Sector 16, Heritage Colony.",Sanitation,Urgent,"Sector 16, Heritage Colony",Municipal Corporation,Escalated,2025-09-04,Sanitation,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-EE6C0E9E,"Healthcare Issue at Ward 3, Central Zone - 910","Long waiting hours and no doctors available in Ward 3, Central Zone PHC.",Healthcare,Medium,"Ward 3, Central Zone",Municipal Corporation,New,2025-11-25,Healthcare,Medium,0.9,evidence_879.jpg,Assigned to Municipal Corporation team.
SYN-C9F72F77,"Drainage Issue at Sector 19, Heritage Colony - 357","Monsoon preparation for cleaning drains not started in Sector 19, Heritage Colony.",Drainage,Urgent,"Sector 19, Heritage Colony",Public Works Department (PWD),Resolved,2026-01-17,Drainage,Urgent,0.9,evidence_880.jpg,Assigned to Public Works Department (PWD) team.
SYN-CE016CB6,"Drainage Issue at Garden City, Phase 3 - 425","Main drain choked with plastic waste near Garden City, Phase 3.",Drainage,High,"Garden City, Phase 3",Public Works Department (PWD),New,2025-11-23,Drainage,High,0.9,evidence_881.jpg,Assigned to Public Works Department (PWD) team.
SYN-021DE2AC,"Public Safety Issue at Ward 10, Central Zone - 775","Increase in petty thefts reported in Ward 10, Central Zone after 9 PM.",Public Safety,High,"Ward 10, Central Zone",Municipal Corporation,In Progress,2025-04-26,Public Safety,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-4CC16471,"Sanitation Issue at Sector 16, Heritage Colony - 270","Public toilets in Sector 16, Heritage Colony are extremely dirty and unusable.",Sanitation,Low,"Sector 16, Heritage Colony",Municipal Corporation,Escalated,2025-11-30,Sanitation,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-D567A1B9,"Sanitation Issue at Sector 17, Heritage Colony - 977","Drainage blockage causing water logging in Sector 17, Heritage Colony.",Sanitation,Medium,"Sector 17, Heritage Colony",Health & Family Welfare,Resolved,2026-03-04,Sanitation,Medium,0.9,evidence_884.jpg,Assigned to Health & Family Welfare team.
SYN-038EE32B,"Roads & Infrastructure Issue at Ward 9, Central Zone - 928","Street pavement broken near Ward 9, Central Zone.",Roads & Infrastructure,Medium,"Ward 9, Central Zone",Urban Development Authority,Resolved,2025-03-27,Roads & Infrastructure,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-D7C07ABA,"Drainage Issue at Garden City, Phase 2 - 904","Drain cover missing, posing a risk to children in Garden City, Phase 2.",Drainage,Medium,"Garden City, Phase 2",Municipal Corporation,New,2026-02-20,Drainage,Medium,0.9,evidence_886.jpg,Assigned to Municipal Corporation team.
SYN-6CB0563A,"Street Lighting Issue at Garden City, Phase 5 - 143","Dark spots on the road due to non-functional lights in Garden City, Phase 5.",Street Lighting,Low,"Garden City, Phase 5",Electricity Board,New,2025-11-20,Street Lighting,Low,0.9,nan,Assigned to Electricity Board team.
SYN-01B7CA7A,"Electricity Issue at Ward 4, Central Zone - 490","Frequent power cuts without notice in Ward 4, Central Zone.",Electricity,Medium,"Ward 4, Central Zone",Urban Development Authority,Resolved,2026-02-23,Electricity,Medium,0.9,evidence_888.jpg,Assigned to Urban Development Authority team.
SYN-7E50A5E5,"Electricity Issue at Garden City, Phase 2 - 220","Electricity bill incorrectly calculated for Garden City, Phase 2.",Electricity,High,"Garden City, Phase 2",Electricity Board,Resolved,2025-06-30,Electricity,High,0.9,nan,Assigned to Electricity Board team.
SYN-82CFE800,"Drainage Issue at Sector 11, Heritage Colony - 751","Monsoon preparation for cleaning drains not started in Sector 11, Heritage Colony.",Drainage,High,"Sector 11, Heritage Colony",Municipal Corporation,New,2025-10-26,Drainage,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-176095FD,"Roads & Infrastructure Issue at Sector 18, Heritage Colony - 393","Road construction halted for 8 months in Sector 18, Heritage Colony.",Roads & Infrastructure,Low,"Sector 18, Heritage Colony",Urban Development Authority,In Progress,2025-12-21,Roads & Infrastructure,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-666CC192,"Electricity Issue at Ward 10, Central Zone - 859","Street pole spark observed near Ward 10, Central Zone.",Electricity,Low,"Ward 10, Central Zone",Electricity Board,Resolved,2026-01-04,Electricity,Low,0.9,evidence_892.jpg,Assigned to Electricity Board team.
SYN-D1AF7C52,"Drainage Issue at Ward 6, Central Zone - 606","Stinking smell from the open drain in Ward 6, Central Zone.",Drainage,High,"Ward 6, Central Zone",Public Works Department (PWD),New,2026-01-04,Drainage,High,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-EAFB60B8,"Sanitation Issue at Ward 5, Central Zone - 173","Sewage overflow reported in the back alley of Ward 5, Central Zone.",Sanitation,High,"Ward 5, Central Zone",Municipal Corporation,In Progress,2025-07-10,Sanitation,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-C05B95A4,"Healthcare Issue at Sector 12, Heritage Colony - 275","Emergency ambulance delayed by 50 hours for Sector 12, Heritage Colony.",Healthcare,Urgent,"Sector 12, Heritage Colony",Health & Family Welfare,New,2025-03-28,Healthcare,Urgent,0.9,evidence_895.jpg,Assigned to Health & Family Welfare team.
SYN-ACC48BDD,"Water Supply Issue at Sector 17, Heritage Colony - 443","Low pressure water being received at Sector 17, Heritage Colony.",Water Supply,Low,"Sector 17, Heritage Colony",Public Works Department (PWD),New,2025-11-15,Water Supply,Low,0.9,evidence_896.jpg,Assigned to Public Works Department (PWD) team.
SYN-627E2BF5,"Electricity Issue at Ward 4, Central Zone - 892","Frequent power cuts without notice in Ward 4, Central Zone.",Electricity,High,"Ward 4, Central Zone",Urban Development Authority,Resolved,2025-12-31,Electricity,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-D2412503,"Waste Management Issue at Ward 8, Central Zone - 589","Garbage collection truck hasn't visited Ward 8, Central Zone for a week.",Waste Management,Urgent,"Ward 8, Central Zone",Sanitation Department,New,2025-04-18,Waste Management,Urgent,0.9,evidence_898.jpg,Assigned to Sanitation Department team.
SYN-897F3BF7,"Public Safety Issue at Garden City, Phase 2 - 348","Increase in petty thefts reported in Garden City, Phase 2 after 9 PM.",Public Safety,Medium,"Garden City, Phase 2",Police Department,In Progress,2025-07-14,Public Safety,Medium,0.9,nan,Assigned to Police Department team.
SYN-F4FF1729,"Sanitation Issue at Sector 15, Heritage Colony - 130","Drainage blockage causing water logging in Sector 15, Heritage Colony.",Sanitation,Medium,"Sector 15, Heritage Colony",Health & Family Welfare,Resolved,2025-07-13,Sanitation,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-55936A2F,"Waste Management Issue at Garden City, Phase 5 - 242","Illegal burning of waste in the open area of Garden City, Phase 5.",Waste Management,High,"Garden City, Phase 5",Sanitation Department,In Progress,2025-09-20,Waste Management,High,0.9,nan,Assigned to Sanitation Department team.
SYN-638DD584,"Public Safety Issue at Sector 10, Heritage Colony - 843","Stray animal menace in the parks of Sector 10, Heritage Colony.",Public Safety,Low,"Sector 10, Heritage Colony",Police Department,In Progress,2025-05-27,Public Safety,Low,0.9,nan,Assigned to Police Department team.
SYN-BC5DF978,"Education Issue at Garden City, Phase 2 - 250","Illegal encroachments near the playground of Garden City, Phase 2 school.",Education,High,"Garden City, Phase 2",Education Department,In Progress,2025-12-24,Education,High,0.9,evidence_903.jpg,Assigned to Education Department team.
SYN-C46973F2,"Education Issue at Ward 7, Central Zone - 379","School building in Ward 7, Central Zone needs urgent structural repairs.",Education,Urgent,"Ward 7, Central Zone",Urban Development Authority,In Progress,2025-11-19,Education,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-FD60CB79,"Public Safety Issue at Garden City, Phase 3 - 225","Illegal parking blocking emergency exits in Garden City, Phase 3.",Public Safety,High,"Garden City, Phase 3",Municipal Corporation,Resolved,2025-03-27,Public Safety,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-189AC845,"Electricity Issue at Ward 3, Central Zone - 104","Frequent power cuts without notice in Ward 3, Central Zone.",Electricity,Medium,"Ward 3, Central Zone",Urban Development Authority,Resolved,2025-06-06,Electricity,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-286A1C08,"Waste Management Issue at Sector 13, Heritage Colony - 211","Open garbage bin overflowing and spreading disease in Sector 13, Heritage Colony.",Waste Management,Medium,"Sector 13, Heritage Colony",Municipal Corporation,Escalated,2025-11-02,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-2760A886,"Roads & Infrastructure Issue at Ward 1, Central Zone - 704","Illegal speed breaker installed at Ward 1, Central Zone.",Roads & Infrastructure,Medium,"Ward 1, Central Zone",Public Works Department (PWD),Resolved,2025-04-30,Roads & Infrastructure,Medium,0.9,evidence_908.jpg,Assigned to Public Works Department (PWD) team.
SYN-9AD522D8,"Roads & Infrastructure Issue at Sector 10, Heritage Colony - 843","Road construction halted for 6 months in Sector 10, Heritage Colony.",Roads & Infrastructure,Urgent,"Sector 10, Heritage Colony",Urban Development Authority,New,2025-10-01,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-40962507,"Drainage Issue at Ward 9, Central Zone - 100","Main drain choked with plastic waste near Ward 9, Central Zone.",Drainage,Medium,"Ward 9, Central Zone",Municipal Corporation,New,2025-12-03,Drainage,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-00ED5735,"Waste Management Issue at Sector 11, Heritage Colony - 583","Biomedical waste found dumped in the residential area of Sector 11, Heritage Colony.",Waste Management,Medium,"Sector 11, Heritage Colony",Municipal Corporation,Escalated,2025-09-07,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-CE7E2239,"Water Supply Issue at Garden City, Phase 3 - 565","Contaminated water with foul smell reported at Garden City, Phase 3.",Water Supply,Urgent,"Garden City, Phase 3",Municipal Corporation,Escalated,2025-11-01,Water Supply,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-4127EDE7,"Electricity Issue at Sector 13, Heritage Colony - 903","Frequent power cuts without notice in Sector 13, Heritage Colony.",Electricity,High,"Sector 13, Heritage Colony",Urban Development Authority,New,2026-01-11,Electricity,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-A5690B1D,"Water Supply Issue at Sector 19, Heritage Colony - 410","No water supply for the last 10 days in Sector 19, Heritage Colony.",Water Supply,Medium,"Sector 19, Heritage Colony",Municipal Corporation,Escalated,2025-04-24,Water Supply,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-FC2D7C13,"Sanitation Issue at Ward 4, Central Zone - 558","Illegal dumping of construction waste in Ward 4, Central Zone.",Sanitation,High,"Ward 4, Central Zone",Municipal Corporation,Escalated,2025-07-20,Sanitation,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-D03F858A,"Education Issue at Sector 12, Heritage Colony - 920","School building in Sector 12, Heritage Colony needs urgent structural repairs.",Education,Urgent,"Sector 12, Heritage Colony",Urban Development Authority,New,2025-10-16,Education,Urgent,0.9,evidence_916.jpg,Assigned to Urban Development Authority team.
SYN-E455967C,"Electricity Issue at Sector 15, Heritage Colony - 345","Electricity bill incorrectly calculated for Sector 15, Heritage Colony.",Electricity,Low,"Sector 15, Heritage Colony",Urban Development Authority,Resolved,2025-06-19,Electricity,Low,0.9,nan,Assigned to Urban Development Authority team.
SYN-D5FB55D8,"Waste Management Issue at Sector 14, Heritage Colony - 571","Garbage collection truck hasn't visited Sector 14, Heritage Colony for a week.",Waste Management,Urgent,"Sector 14, Heritage Colony",Municipal Corporation,Escalated,2025-11-18,Waste Management,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-BD50D218,"Waste Management Issue at Sector 13, Heritage Colony - 448","Illegal burning of waste in the open area of Sector 13, Heritage Colony.",Waste Management,Medium,"Sector 13, Heritage Colony",Municipal Corporation,Escalated,2025-08-26,Waste Management,Medium,0.9,evidence_919.jpg,Assigned to Municipal Corporation team.
SYN-FC7A1CB3,"Sanitation Issue at Ward 9, Central Zone - 358","Sewage overflow reported in the back alley of Ward 9, Central Zone.",Sanitation,Low,"Ward 9, Central Zone",Health & Family Welfare,Resolved,2025-09-08,Sanitation,Low,0.9,evidence_920.jpg,Assigned to Health & Family Welfare team.
SYN-AC3AC4C8,"Roads & Infrastructure Issue at Ward 9, Central Zone - 245","Road construction halted for 9 months in Ward 9, Central Zone.",Roads & Infrastructure,Urgent,"Ward 9, Central Zone",Public Works Department (PWD),Escalated,2025-12-17,Roads & Infrastructure,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-1C3081C0,"Roads & Infrastructure Issue at Ward 5, Central Zone - 588","Illegal speed breaker installed at Ward 5, Central Zone.",Roads & Infrastructure,High,"Ward 5, Central Zone",Urban Development Authority,New,2025-07-18,Roads & Infrastructure,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-650A2333,"Public Safety Issue at Ward 5, Central Zone - 634","Increase in petty thefts reported in Ward 5, Central Zone after 9 PM.",Public Safety,Low,"Ward 5, Central Zone",Municipal Corporation,Resolved,2026-01-07,Public Safety,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-F32933BB,"Water Supply Issue at Ward 9, Central Zone - 424","Contaminated water with foul smell reported at Ward 9, Central Zone.",Water Supply,Low,"Ward 9, Central Zone",Public Works Department (PWD),New,2025-12-25,Water Supply,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-5CD0B2FD,"Roads & Infrastructure Issue at Garden City, Phase 1 - 768","Illegal speed breaker installed at Garden City, Phase 1.",Roads & Infrastructure,Low,"Garden City, Phase 1",Public Works Department (PWD),Escalated,2025-11-25,Roads & Infrastructure,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-C2B07927,"Waste Management Issue at Ward 10, Central Zone - 394","Biomedical waste found dumped in the residential area of Ward 10, Central Zone.",Waste Management,High,"Ward 10, Central Zone",Municipal Corporation,Resolved,2025-11-06,Waste Management,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-819CAC7B,"Street Lighting Issue at Sector 19, Heritage Colony - 321","Flickering street light causing disturbance in Sector 19, Heritage Colony.",Street Lighting,Urgent,"Sector 19, Heritage Colony",Electricity Board,Resolved,2026-02-13,Street Lighting,Urgent,0.9,nan,Assigned to Electricity Board team.
